,datetime,113,101,329
0,2020-01-01T00:00:00,3.0,0.0,0.0
1,2020-01-01T00:30:00,0.0,0.0,0.0
2,2020-01-01T01:00:00,0.0,1.0,0.0
3,2020-01-01T01:30:00,2.0,1.0,0.0
4,2020-01-01T02:00:00,2.0,0.0,0.0
5,2020-01-01T02:30:00,0.0,0.0,0.0
6,2020-01-01T03:00:00,0.0,0.0,0.0
7,2020-01-01T03:30:00,0.0,0.0,0.0
8,2020-01-01T04:00:00,1.0,2.0,0.0
9,2020-01-01T04:30:00,1.0,1.0,0.0
10,2020-01-01T05:00:00,1.0,3.0,0.0
11,2020-01-01T05:30:00,1.0,1.0,0.0
12,2020-01-01T06:00:00,1.0,2.0,0.0
13,2020-01-01T06:30:00,0.0,1.0,0.0
14,2020-01-01T07:00:00,0.0,0.0,0.0
15,2020-01-01T07:30:00,0.0,0.0,0.0
16,2020-01-01T08:00:00,2.0,0.0,0.0
17,2020-01-01T08:30:00,0.0,0.0,0.0
18,2020-01-01T09:00:00,1.0,1.0,0.0
19,2020-01-01T09:30:00,0.0,0.0,0.0
20,2020-01-01T10:00:00,1.0,0.0,0.0
21,2020-01-01T10:30:00,0.0,1.0,0.0
22,2020-01-01T11:00:00,1.0,1.0,0.0
23,2020-01-01T11:30:00,1.0,1.0,0.0
24,2020-01-01T12:00:00,0.0,0.0,0.0
25,2020-01-01T12:30:00,0.0,0.0,0.0
26,2020-01-01T13:00:00,0.0,0.0,0.0
27,2020-01-01T13:30:00,2.0,0.0,0.0
28,2020-01-01T14:00:00,1.0,0.0,0.0
29,2020-01-01T14:30:00,2.0,4.0,0.0
30,2020-01-01T15:00:00,1.0,1.0,1.0
31,2020-01-01T15:30:00,2.0,0.0,0.0
32,2020-01-01T16:00:00,1.0,1.0,0.0
33,2020-01-01T16:30:00,0.0,2.0,2.0
34,2020-01-01T17:00:00,1.0,1.0,0.0
35,2020-01-01T17:30:00,1.0,1.0,0.0
36,2020-01-01T18:00:00,1.0,1.0,0.0
37,2020-01-01T18:30:00,1.0,0.0,0.0
38,2020-01-01T19:00:00,1.0,3.0,0.0
39,2020-01-01T19:30:00,0.0,0.0,0.0
40,2020-01-01T20:00:00,0.0,1.0,1.0
41,2020-01-01T20:30:00,0.0,1.0,0.0
42,2020-01-01T21:00:00,0.0,0.0,0.0
43,2020-01-01T21:30:00,0.0,1.0,1.0
44,2020-01-01T22:00:00,2.0,0.0,0.0
45,2020-01-01T22:30:00,1.0,1.0,1.0
46,2020-01-01T23:00:00,1.0,0.0,0.0
47,2020-01-01T23:30:00,1.0,0.0,0.0
48,2020-01-02T00:00:00,0.0,0.0,0.0
49,2020-01-02T00:30:00,0.0,0.0,1.0
50,2020-01-02T01:00:00,0.0,1.0,0.0
51,2020-01-02T01:30:00,1.0,0.0,0.0
52,2020-01-02T02:00:00,0.0,0.0,0.0
53,2020-01-02T02:30:00,0.0,0.0,0.0
54,2020-01-02T03:00:00,0.0,0.0,0.0
55,2020-01-02T03:30:00,0.0,0.0,0.0
56,2020-01-02T04:00:00,1.0,0.0,0.0
57,2020-01-02T04:30:00,0.0,0.0,0.0
58,2020-01-02T05:00:00,0.0,0.0,0.0
59,2020-01-02T05:30:00,1.0,1.0,0.0
60,2020-01-02T06:00:00,0.0,0.0,0.0
61,2020-01-02T06:30:00,3.0,2.0,0.0
62,2020-01-02T07:00:00,1.0,1.0,1.0
63,2020-01-02T07:30:00,1.0,4.0,1.0
64,2020-01-02T08:00:00,1.0,0.0,0.0
65,2020-01-02T08:30:00,1.0,1.0,2.0
66,2020-01-02T09:00:00,0.0,0.0,2.0
67,2020-01-02T09:30:00,4.0,1.0,0.0
68,2020-01-02T10:00:00,0.0,1.0,2.0
69,2020-01-02T10:30:00,1.0,0.0,0.0
70,2020-01-02T11:00:00,1.0,0.0,1.0
71,2020-01-02T11:30:00,4.0,1.0,1.0
72,2020-01-02T12:00:00,2.0,0.0,0.0
73,2020-01-02T12:30:00,1.0,2.0,1.0
74,2020-01-02T13:00:00,1.0,3.0,2.0
75,2020-01-02T13:30:00,1.0,1.0,2.0
76,2020-01-02T14:00:00,1.0,2.0,2.0
77,2020-01-02T14:30:00,1.0,1.0,0.0
78,2020-01-02T15:00:00,3.0,0.0,1.0
79,2020-01-02T15:30:00,1.0,6.0,0.0
80,2020-01-02T16:00:00,3.0,3.0,0.0
81,2020-01-02T16:30:00,1.0,2.0,0.0
82,2020-01-02T17:00:00,0.0,10.0,2.0
83,2020-01-02T17:30:00,6.0,3.0,0.0
84,2020-01-02T18:00:00,7.0,3.0,0.0
85,2020-01-02T18:30:00,1.0,4.0,1.0
86,2020-01-02T19:00:00,1.0,0.0,0.0
87,2020-01-02T19:30:00,0.0,0.0,1.0
88,2020-01-02T20:00:00,0.0,1.0,0.0
89,2020-01-02T20:30:00,1.0,1.0,0.0
90,2020-01-02T21:00:00,0.0,1.0,0.0
91,2020-01-02T21:30:00,1.0,0.0,0.0
92,2020-01-02T22:00:00,0.0,2.0,0.0
93,2020-01-02T22:30:00,1.0,0.0,0.0
94,2020-01-02T23:00:00,1.0,5.0,0.0
95,2020-01-02T23:30:00,1.0,0.0,0.0
96,2020-01-03T00:00:00,0.0,1.0,0.0
97,2020-01-03T00:30:00,0.0,1.0,0.0
98,2020-01-03T01:00:00,0.0,1.0,0.0
99,2020-01-03T01:30:00,0.0,0.0,0.0
100,2020-01-03T02:00:00,0.0,0.0,0.0
101,2020-01-03T02:30:00,0.0,0.0,0.0
102,2020-01-03T03:00:00,0.0,1.0,0.0
103,2020-01-03T03:30:00,0.0,0.0,0.0
104,2020-01-03T04:00:00,1.0,0.0,0.0
105,2020-01-03T04:30:00,0.0,0.0,0.0
106,2020-01-03T05:00:00,0.0,0.0,0.0
107,2020-01-03T05:30:00,1.0,0.0,0.0
108,2020-01-03T06:00:00,1.0,0.0,0.0
109,2020-01-03T06:30:00,4.0,1.0,0.0
110,2020-01-03T07:00:00,3.0,1.0,0.0
111,2020-01-03T07:30:00,1.0,0.0,1.0
112,2020-01-03T08:00:00,2.0,0.0,0.0
113,2020-01-03T08:30:00,5.0,1.0,0.0
114,2020-01-03T09:00:00,1.0,0.0,1.0
115,2020-01-03T09:30:00,1.0,0.0,0.0
116,2020-01-03T10:00:00,1.0,2.0,0.0
117,2020-01-03T10:30:00,1.0,2.0,1.0
118,2020-01-03T11:00:00,1.0,0.0,1.0
119,2020-01-03T11:30:00,2.0,1.0,0.0
120,2020-01-03T12:00:00,0.0,3.0,0.0
121,2020-01-03T12:30:00,1.0,1.0,0.0
122,2020-01-03T13:00:00,0.0,4.0,0.0
123,2020-01-03T13:30:00,2.0,2.0,0.0
124,2020-01-03T14:00:00,1.0,1.0,0.0
125,2020-01-03T14:30:00,5.0,5.0,0.0
126,2020-01-03T15:00:00,1.0,1.0,0.0
127,2020-01-03T15:30:00,3.0,3.0,0.0
128,2020-01-03T16:00:00,2.0,2.0,1.0
129,2020-01-03T16:30:00,2.0,5.0,0.0
130,2020-01-03T17:00:00,1.0,3.0,0.0
131,2020-01-03T17:30:00,2.0,1.0,0.0
132,2020-01-03T18:00:00,1.0,0.0,1.0
133,2020-01-03T18:30:00,3.0,5.0,1.0
134,2020-01-03T19:00:00,0.0,0.0,2.0
135,2020-01-03T19:30:00,2.0,1.0,1.0
136,2020-01-03T20:00:00,0.0,2.0,0.0
137,2020-01-03T20:30:00,4.0,0.0,1.0
138,2020-01-03T21:00:00,3.0,2.0,0.0
139,2020-01-03T21:30:00,3.0,0.0,0.0
140,2020-01-03T22:00:00,0.0,2.0,2.0
141,2020-01-03T22:30:00,1.0,2.0,1.0
142,2020-01-03T23:00:00,2.0,0.0,0.0
143,2020-01-03T23:30:00,2.0,0.0,1.0
144,2020-01-04T00:00:00,3.0,0.0,0.0
145,2020-01-04T00:30:00,0.0,7.0,0.0
146,2020-01-04T01:00:00,2.0,0.0,0.0
147,2020-01-04T01:30:00,0.0,0.0,0.0
148,2020-01-04T02:00:00,0.0,0.0,0.0
149,2020-01-04T02:30:00,0.0,0.0,0.0
150,2020-01-04T03:00:00,0.0,0.0,0.0
151,2020-01-04T03:30:00,1.0,0.0,0.0
152,2020-01-04T04:00:00,0.0,0.0,0.0
153,2020-01-04T04:30:00,0.0,0.0,0.0
154,2020-01-04T05:00:00,1.0,0.0,0.0
155,2020-01-04T05:30:00,1.0,0.0,0.0
156,2020-01-04T06:00:00,1.0,0.0,0.0
157,2020-01-04T06:30:00,1.0,1.0,1.0
158,2020-01-04T07:00:00,0.0,0.0,0.0
159,2020-01-04T07:30:00,0.0,0.0,0.0
160,2020-01-04T08:00:00,2.0,0.0,0.0
161,2020-01-04T08:30:00,0.0,0.0,0.0
162,2020-01-04T09:00:00,2.0,0.0,0.0
163,2020-01-04T09:30:00,1.0,1.0,0.0
164,2020-01-04T10:00:00,1.0,2.0,0.0
165,2020-01-04T10:30:00,1.0,1.0,1.0
166,2020-01-04T11:00:00,4.0,2.0,1.0
167,2020-01-04T11:30:00,0.0,2.0,2.0
168,2020-01-04T12:00:00,2.0,1.0,1.0
169,2020-01-04T12:30:00,3.0,1.0,0.0
170,2020-01-04T13:00:00,1.0,2.0,1.0
171,2020-01-04T13:30:00,1.0,2.0,1.0
172,2020-01-04T14:00:00,1.0,0.0,0.0
173,2020-01-04T14:30:00,2.0,2.0,0.0
174,2020-01-04T15:00:00,0.0,1.0,0.0
175,2020-01-04T15:30:00,1.0,1.0,0.0
176,2020-01-04T16:00:00,1.0,1.0,0.0
177,2020-01-04T16:30:00,1.0,1.0,0.0
178,2020-01-04T17:00:00,0.0,0.0,0.0
179,2020-01-04T17:30:00,1.0,0.0,0.0
180,2020-01-04T18:00:00,1.0,0.0,0.0
181,2020-01-04T18:30:00,0.0,3.0,0.0
182,2020-01-04T19:00:00,1.0,1.0,0.0
183,2020-01-04T19:30:00,2.0,2.0,0.0
184,2020-01-04T20:00:00,1.0,0.0,0.0
185,2020-01-04T20:30:00,1.0,1.0,0.0
186,2020-01-04T21:00:00,1.0,0.0,1.0
187,2020-01-04T21:30:00,0.0,0.0,1.0
188,2020-01-04T22:00:00,0.0,0.0,0.0
189,2020-01-04T22:30:00,1.0,1.0,0.0
190,2020-01-04T23:00:00,0.0,3.0,0.0
191,2020-01-04T23:30:00,3.0,5.0,0.0
192,2020-01-05T00:00:00,2.0,1.0,0.0
193,2020-01-05T00:30:00,2.0,0.0,0.0
194,2020-01-05T01:00:00,1.0,0.0,0.0
195,2020-01-05T01:30:00,1.0,1.0,0.0
196,2020-01-05T02:00:00,0.0,0.0,0.0
197,2020-01-05T02:30:00,0.0,1.0,0.0
198,2020-01-05T03:00:00,0.0,0.0,0.0
199,2020-01-05T03:30:00,0.0,0.0,0.0
200,2020-01-05T04:00:00,0.0,3.0,0.0
201,2020-01-05T04:30:00,0.0,0.0,0.0
202,2020-01-05T05:00:00,0.0,0.0,0.0
203,2020-01-05T05:30:00,0.0,0.0,0.0
204,2020-01-05T06:00:00,0.0,1.0,0.0
205,2020-01-05T06:30:00,0.0,0.0,0.0
206,2020-01-05T07:00:00,0.0,0.0,0.0
207,2020-01-05T07:30:00,0.0,0.0,0.0
208,2020-01-05T08:00:00,0.0,0.0,0.0
209,2020-01-05T08:30:00,1.0,1.0,0.0
210,2020-01-05T09:00:00,1.0,0.0,0.0
211,2020-01-05T09:30:00,2.0,2.0,0.0
212,2020-01-05T10:00:00,2.0,1.0,0.0
213,2020-01-05T10:30:00,0.0,1.0,0.0
214,2020-01-05T11:00:00,1.0,4.0,0.0
215,2020-01-05T11:30:00,5.0,1.0,0.0
216,2020-01-05T12:00:00,0.0,1.0,0.0
217,2020-01-05T12:30:00,3.0,5.0,0.0
218,2020-01-05T13:00:00,1.0,1.0,0.0
219,2020-01-05T13:30:00,2.0,2.0,0.0
220,2020-01-05T14:00:00,0.0,0.0,0.0
221,2020-01-05T14:30:00,1.0,0.0,2.0
222,2020-01-05T15:00:00,0.0,1.0,1.0
223,2020-01-05T15:30:00,1.0,0.0,0.0
224,2020-01-05T16:00:00,1.0,1.0,0.0
225,2020-01-05T16:30:00,0.0,1.0,0.0
226,2020-01-05T17:00:00,0.0,1.0,0.0
227,2020-01-05T17:30:00,2.0,0.0,0.0
228,2020-01-05T18:00:00,0.0,1.0,0.0
229,2020-01-05T18:30:00,0.0,1.0,0.0
230,2020-01-05T19:00:00,0.0,2.0,0.0
231,2020-01-05T19:30:00,0.0,0.0,0.0
232,2020-01-05T20:00:00,2.0,0.0,0.0
233,2020-01-05T20:30:00,1.0,0.0,0.0
234,2020-01-05T21:00:00,0.0,1.0,0.0
235,2020-01-05T21:30:00,0.0,0.0,2.0
236,2020-01-05T22:00:00,0.0,0.0,0.0
237,2020-01-05T22:30:00,0.0,1.0,0.0
238,2020-01-05T23:00:00,0.0,3.0,0.0
239,2020-01-05T23:30:00,0.0,3.0,0.0
240,2020-01-06T00:00:00,29.0,0.0,0.0
241,2020-01-06T00:30:00,0.0,0.0,0.0
242,2020-01-06T01:00:00,0.0,0.0,0.0
243,2020-01-06T01:30:00,0.0,0.0,0.0
244,2020-01-06T02:00:00,0.0,0.0,0.0
245,2020-01-06T02:30:00,0.0,0.0,0.0
246,2020-01-06T03:00:00,0.0,0.0,0.0
247,2020-01-06T03:30:00,0.0,0.0,0.0
248,2020-01-06T04:00:00,0.0,0.0,0.0
249,2020-01-06T04:30:00,0.0,2.0,0.0
250,2020-01-06T05:00:00,0.0,0.0,0.0
251,2020-01-06T05:30:00,0.0,0.0,0.0
252,2020-01-06T06:00:00,0.0,0.0,0.0
253,2020-01-06T06:30:00,0.0,0.0,0.0
254,2020-01-06T07:00:00,0.0,0.0,0.0
255,2020-01-06T07:30:00,0.0,0.0,0.0
256,2020-01-06T08:00:00,0.0,1.0,0.0
257,2020-01-06T08:30:00,0.0,0.0,0.0
258,2020-01-06T09:00:00,0.0,0.0,1.0
259,2020-01-06T09:30:00,0.0,2.0,0.0
260,2020-01-06T10:00:00,0.0,1.0,0.0
261,2020-01-06T10:30:00,0.0,4.0,0.0
262,2020-01-06T11:00:00,0.0,0.0,0.0
263,2020-01-06T11:30:00,0.0,0.0,0.0
264,2020-01-06T12:00:00,0.0,2.0,0.0
265,2020-01-06T12:30:00,0.0,0.0,0.0
266,2020-01-06T13:00:00,0.0,1.0,0.0
267,2020-01-06T13:30:00,0.0,2.0,0.0
268,2020-01-06T14:00:00,0.0,1.0,0.0
269,2020-01-06T14:30:00,0.0,1.0,0.0
270,2020-01-06T15:00:00,0.0,2.0,1.0
271,2020-01-06T15:30:00,0.0,3.0,0.0
272,2020-01-06T16:00:00,0.0,2.0,0.0
273,2020-01-06T16:30:00,0.0,0.0,1.0
274,2020-01-06T17:00:00,0.0,3.0,1.0
275,2020-01-06T17:30:00,0.0,0.0,1.0
276,2020-01-06T18:00:00,0.0,1.0,0.0
277,2020-01-06T18:30:00,0.0,1.0,0.0
278,2020-01-06T19:00:00,0.0,1.0,0.0
279,2020-01-06T19:30:00,0.0,1.0,0.0
280,2020-01-06T20:00:00,0.0,0.0,0.0
281,2020-01-06T20:30:00,0.0,0.0,0.0
282,2020-01-06T21:00:00,0.0,2.0,0.0
283,2020-01-06T21:30:00,0.0,0.0,0.0
284,2020-01-06T22:00:00,0.0,0.0,1.0
285,2020-01-06T22:30:00,0.0,1.0,0.0
286,2020-01-06T23:00:00,0.0,0.0,0.0
287,2020-01-06T23:30:00,0.0,3.0,0.0
288,2020-01-07T00:00:00,1.0,0.0,0.0
289,2020-01-07T00:30:00,0.0,0.0,0.0
290,2020-01-07T01:00:00,0.0,1.0,0.0
291,2020-01-07T01:30:00,0.0,0.0,0.0
292,2020-01-07T02:00:00,0.0,0.0,0.0
293,2020-01-07T02:30:00,0.0,0.0,0.0
294,2020-01-07T03:00:00,1.0,0.0,0.0
295,2020-01-07T03:30:00,1.0,0.0,0.0
296,2020-01-07T04:00:00,0.0,0.0,0.0
297,2020-01-07T04:30:00,0.0,0.0,0.0
298,2020-01-07T05:00:00,1.0,0.0,0.0
299,2020-01-07T05:30:00,3.0,0.0,0.0
300,2020-01-07T06:00:00,0.0,2.0,0.0
301,2020-01-07T06:30:00,6.0,2.0,0.0
302,2020-01-07T07:00:00,2.0,0.0,1.0
303,2020-01-07T07:30:00,8.0,1.0,0.0
304,2020-01-07T08:00:00,2.0,0.0,0.0
305,2020-01-07T08:30:00,0.0,1.0,0.0
306,2020-01-07T09:00:00,2.0,4.0,0.0
307,2020-01-07T09:30:00,4.0,0.0,0.0
308,2020-01-07T10:00:00,2.0,0.0,0.0
309,2020-01-07T10:30:00,2.0,3.0,0.0
310,2020-01-07T11:00:00,1.0,3.0,0.0
311,2020-01-07T11:30:00,1.0,0.0,0.0
312,2020-01-07T12:00:00,0.0,5.0,0.0
313,2020-01-07T12:30:00,2.0,1.0,0.0
314,2020-01-07T13:00:00,0.0,4.0,4.0
315,2020-01-07T13:30:00,0.0,4.0,0.0
316,2020-01-07T14:00:00,1.0,1.0,0.0
317,2020-01-07T14:30:00,3.0,1.0,1.0
318,2020-01-07T15:00:00,1.0,5.0,0.0
319,2020-01-07T15:30:00,0.0,2.0,0.0
320,2020-01-07T16:00:00,4.0,5.0,2.0
321,2020-01-07T16:30:00,3.0,7.0,0.0
322,2020-01-07T17:00:00,1.0,2.0,1.0
323,2020-01-07T17:30:00,0.0,3.0,4.0
324,2020-01-07T18:00:00,0.0,6.0,2.0
325,2020-01-07T18:30:00,3.0,3.0,3.0
326,2020-01-07T19:00:00,3.0,0.0,0.0
327,2020-01-07T19:30:00,0.0,9.0,0.0
328,2020-01-07T20:00:00,1.0,1.0,0.0
329,2020-01-07T20:30:00,12.0,2.0,0.0
330,2020-01-07T21:00:00,1.0,0.0,0.0
331,2020-01-07T21:30:00,3.0,0.0,0.0
332,2020-01-07T22:00:00,1.0,2.0,0.0
333,2020-01-07T22:30:00,1.0,0.0,1.0
334,2020-01-07T23:00:00,0.0,0.0,0.0
335,2020-01-07T23:30:00,0.0,1.0,0.0
336,2020-01-08T00:00:00,0.0,1.0,0.0
337,2020-01-08T00:30:00,0.0,0.0,0.0
338,2020-01-08T01:00:00,0.0,0.0,0.0
339,2020-01-08T01:30:00,0.0,1.0,0.0
340,2020-01-08T02:00:00,1.0,0.0,0.0
341,2020-01-08T02:30:00,0.0,1.0,0.0
342,2020-01-08T03:00:00,0.0,0.0,0.0
343,2020-01-08T03:30:00,1.0,0.0,0.0
344,2020-01-08T04:00:00,0.0,0.0,0.0
345,2020-01-08T04:30:00,1.0,0.0,0.0
346,2020-01-08T05:00:00,1.0,0.0,0.0
347,2020-01-08T05:30:00,2.0,1.0,1.0
348,2020-01-08T06:00:00,0.0,2.0,0.0
349,2020-01-08T06:30:00,7.0,2.0,0.0
350,2020-01-08T07:00:00,2.0,5.0,1.0
351,2020-01-08T07:30:00,4.0,0.0,2.0
352,2020-01-08T08:00:00,2.0,4.0,0.0
353,2020-01-08T08:30:00,1.0,0.0,0.0
354,2020-01-08T09:00:00,1.0,0.0,1.0
355,2020-01-08T09:30:00,1.0,1.0,0.0
356,2020-01-08T10:00:00,1.0,0.0,0.0
357,2020-01-08T10:30:00,1.0,0.0,0.0
358,2020-01-08T11:00:00,1.0,1.0,0.0
359,2020-01-08T11:30:00,3.0,0.0,1.0
360,2020-01-08T12:00:00,0.0,2.0,0.0
361,2020-01-08T12:30:00,1.0,1.0,0.0
362,2020-01-08T13:00:00,1.0,11.0,0.0
363,2020-01-08T13:30:00,1.0,0.0,0.0
364,2020-01-08T14:00:00,1.0,0.0,0.0
365,2020-01-08T14:30:00,3.0,2.0,0.0
366,2020-01-08T15:00:00,0.0,0.0,3.0
367,2020-01-08T15:30:00,1.0,0.0,1.0
368,2020-01-08T16:00:00,2.0,5.0,1.0
369,2020-01-08T16:30:00,1.0,5.0,0.0
370,2020-01-08T17:00:00,1.0,9.0,0.0
371,2020-01-08T17:30:00,2.0,0.0,0.0
372,2020-01-08T18:00:00,6.0,2.0,0.0
373,2020-01-08T18:30:00,1.0,12.0,1.0
374,2020-01-08T19:00:00,0.0,4.0,1.0
375,2020-01-08T19:30:00,2.0,1.0,0.0
376,2020-01-08T20:00:00,0.0,1.0,0.0
